Transition Profile during evaluationwithout reward shaping:
Q-table shape: (10, 5, 6, 7, 3)
State choice: ['storage_level', 'price', 'hour', 'Day_of_Week']
State: [ 60.     9.18   5.   235.  ], Action: 0, Reward: -0.0, Next state: [ 60.     9.19   6.   235.  ]
State: [ 60.     9.19   6.   235.  ], Action: 0, Reward: -0.0, Next state: [ 60.    24.94   7.   235.  ]
State: [ 60.    24.94   7.   235.  ], Action: 0, Reward: -0.0, Next state: [ 60.    31.18   8.   235.  ]
State: [ 60.    31.18   8.   235.  ], Action: 0, Reward: -0.0, Next state: [ 60.  38.   9. 235.]
State: [ 60.  38.   9. 235.], Action: 0, Reward: -0.0, Next state: [ 60.  42.  10. 235.]
State: [ 60.  42.  10. 235.], Action: 0, Reward: -0.0, Next state: [ 60.    48.35  11.   235.  ]
State: [ 60.    48.35  11.   235.  ], Action: 0, Reward: -0.0, Next state: [ 60.    59.99  12.   235.  ]
State: [ 60.    59.99  12.   235.  ], Action: 0, Reward: -0.0, Next state: [ 60.  49.  13. 235.]
State: [ 60.  49.  13. 235.], Action: 0, Reward: -0.0, Next state: [ 60.  47.  14. 235.]
State: [ 60.  47.  14. 235.], Action: 1, Reward: -470.0, Next state: [ 70.  45.  15. 235.]
State: [ 70.  45.  15. 235.], Action: 1, Reward: -450.0, Next state: [ 80.  42.  16. 235.]
State: [ 80.  42.  16. 235.], Action: 1, Reward: -420.0, Next state: [ 90.    39.54  17.   235.  ]
State: [ 90.    39.54  17.   235.  ], Action: 1, Reward: -395.4, Next state: [100.   37.7  18.  235. ]
State: [100.   37.7  18.  235. ], Action: 1, Reward: -377.0, Next state: [110.    34.54  19.   235.  ]
State: [110.    34.54  19.   235.  ], Action: 1, Reward: -345.4, Next state: [120.    31.35  20.   235.  ]
State: [120.    31.35  20.   235.  ], Action: 0, Reward: -0.0, Next state: [120.  31.  21. 235.]
State: [120.  31.  21. 235.], Action: 0, Reward: -0.0, Next state: [120.  33.  22. 235.]
State: [120.  33.  22. 235.], Action: 2, Reward: -330.0, Next state: [130.    28.65  23.   235.  ]
State: [130.    28.65  23.   235.  ], Action: 2, Reward: -286.5, Next state: [140.  31.  24. 235.]
State: [140.  31.  24. 235.], Action: 2, Reward: -310.0, Next state: [ 30.    23.17   1.   236.  ]
State: [ 30.    23.17   1.   236.  ], Action: 1, Reward: -231.70000000000002, Next state: [ 40.   19.7   2.  236. ]
State: [ 40.   19.7   2.  236. ], Action: 1, Reward: -197.0, Next state: [ 50.    17.91   3.   236.  ]
State: [ 50.    17.91   3.   236.  ], Action: 1, Reward: -179.1, Next state: [ 60.    15.97   4.   236.  ]
State: [ 60.    15.97   4.   236.  ], Action: 0, Reward: -0.0, Next state: [ 60.    16.88   5.   236.  ]
State: [ 60.    16.88   5.   236.  ], Action: 0, Reward: -0.0, Next state: [ 60.    19.97   6.   236.  ]
State: [ 60.    19.97   6.   236.  ], Action: 0, Reward: -0.0, Next state: [ 60.    23.17   7.   236.  ]
State: [ 60.    23.17   7.   236.  ], Action: 0, Reward: -0.0, Next state: [ 60.    30.18   8.   236.  ]
State: [ 60.    30.18   8.   236.  ], Action: 0, Reward: -0.0, Next state: [ 60.  38.   9. 236.]
State: [ 60.  38.   9. 236.], Action: 0, Reward: -0.0, Next state: [ 60.    40.89  10.   236.  ]
State: [ 60.    40.89  10.   236.  ], Action: 1, Reward: -408.9, Next state: [ 70.    46.07  11.   236.  ]
State: [ 70.    46.07  11.   236.  ], Action: 1, Reward: -460.7, Next state: [ 80.    54.92  12.   236.  ]
State: [ 80.    54.92  12.   236.  ], Action: 1, Reward: -549.2, Next state: [ 90.    46.37  13.   236.  ]
State: [ 90.    46.37  13.   236.  ], Action: 0, Reward: -0.0, Next state: [ 90.    45.01  14.   236.  ]
State: [ 90.    45.01  14.   236.  ], Action: 0, Reward: -0.0, Next state: [ 90.    41.98  15.   236.  ]
State: [ 90.    41.98  15.   236.  ], Action: 0, Reward: -0.0, Next state: [ 90.    38.25  16.   236.  ]
State: [ 90.    38.25  16.   236.  ], Action: 0, Reward: -0.0, Next state: [ 90.    36.34  17.   236.  ]
State: [ 90.    36.34  17.   236.  ], Action: 0, Reward: -0.0, Next state: [ 90.    35.09  18.   236.  ]
State: [ 90.    35.09  18.   236.  ], Action: 2, Reward: -350.90000000000003, Next state: [100.    33.15  19.   236.  ]
State: [100.    33.15  19.   236.  ], Action: 2, Reward: -331.5, Next state: [110.   32.5  20.  236. ]
State: [110.   32.5  20.  236. ], Action: 2, Reward: -325.0, Next state: [120.    33.02  21.   236.  ]
State: [120.    33.02  21.   236.  ], Action: 0, Reward: -0.0, Next state: [120.    33.19  22.   236.  ]
State: [120.    33.19  22.   236.  ], Action: 0, Reward: -0.0, Next state: [120.  31.  23. 236.]
State: [120.  31.  23. 236.], Action: 0, Reward: -0.0, Next state: [120.    27.01  24.   236.  ]
State: [120.    27.01  24.   236.  ], Action: 0, Reward: -0.0, Next state: [  0.    25.04   1.   237.  ]
State: [  0.    25.04   1.   237.  ], Action: 0, Reward: -0.0, Next state: [  0.   20.1   2.  237. ]
State: [  0.   20.1   2.  237. ], Action: 0, Reward: -0.0, Next state: [  0.   18.9   3.  237. ]
State: [  0.   18.9   3.  237. ], Action: 0, Reward: -0.0, Next state: [  0.    15.59   4.   237.  ]
State: [  0.    15.59   4.   237.  ], Action: 0, Reward: -0.0, Next state: [  0.   13.9   5.  237. ]
State: [  0.   13.9   5.  237. ], Action: 0, Reward: -0.0, Next state: [  0.     9.97   6.   237.  ]
State: [  0.     9.97   6.   237.  ], Action: 1, Reward: -99.7, Next state: [ 10.    14.93   7.   237.  ]
State: [ 10.    14.93   7.   237.  ], Action: 1, Reward: -149.3, Next state: [ 20.    17.92   8.   237.  ]
State: [ 20.    17.92   8.   237.  ], Action: 1, Reward: -179.20000000000002, Next state: [ 30.    27.35   9.   237.  ]
State: [ 30.    27.35   9.   237.  ], Action: 1, Reward: -273.5, Next state: [ 40.  35.  10. 237.]
State: [ 40.  35.  10. 237.], Action: 2, Reward: -350.0, Next state: [ 50.  46.  11. 237.]
State: [ 50.  46.  11. 237.], Action: 2, Reward: -460.0, Next state: [ 60.  50.  12. 237.]
State: [ 60.  50.  12. 237.], Action: 1, Reward: -500.0, Next state: [ 70.    45.12  13.   237.  ]
State: [ 70.    45.12  13.   237.  ], Action: 1, Reward: -451.2, Next state: [ 80.  37.  14. 237.]
State: [ 80.  37.  14. 237.], Action: 1, Reward: -370.0, Next state: [ 90.    31.22  15.   237.  ]
State: [ 90.    31.22  15.   237.  ], Action: 1, Reward: -312.2, Next state: [100.  31.  16. 237.]
State: [100.  31.  16. 237.], Action: 1, Reward: -310.0, Next state: [110.    30.22  17.   237.  ]
State: [110.    30.22  17.   237.  ], Action: 1, Reward: -302.2, Next state: [120.    28.28  18.   237.  ]
State: [120.    28.28  18.   237.  ], Action: 0, Reward: -0.0, Next state: [120.    28.99  19.   237.  ]
State: [120.    28.99  19.   237.  ], Action: 0, Reward: -0.0, Next state: [120.  29.  20. 237.]
State: [120.  29.  20. 237.], Action: 0, Reward: -0.0, Next state: [120.  31.  21. 237.]
State: [120.  31.  21. 237.], Action: 0, Reward: -0.0, Next state: [120.   38.6  22.  237. ]
State: [120.   38.6  22.  237. ], Action: 2, Reward: -386.0, Next state: [130.  46.  23. 237.]
State: [130.  46.  23. 237.], Action: 2, Reward: -460.0, Next state: [140.  31.  24. 237.]
State: [140.  31.  24. 237.], Action: 2, Reward: -310.0, Next state: [ 30.    18.78   1.   238.  ]
State: [ 30.    18.78   1.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.    16.06   2.   238.  ]
State: [ 30.    16.06   2.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.    11.06   3.   238.  ]
State: [ 30.    11.06   3.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.08   4.   238.  ]
State: [ 30.     9.08   4.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.     8.18   5.   238.  ]
State: [ 30.     8.18   5.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.    7.8   6.  238. ]
State: [ 30.    7.8   6.  238. ], Action: 0, Reward: -0.0, Next state: [ 30.     8.95   7.   238.  ]
State: [ 30.     8.95   7.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.17   8.   238.  ]
State: [ 30.     9.17   8.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.    10.93   9.   238.  ]
State: [ 30.    10.93   9.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.    17.09  10.   238.  ]
State: [ 30.    17.09  10.   238.  ], Action: 2, Reward: -170.9, Next state: [ 40.    19.71  11.   238.  ]
State: [ 40.    19.71  11.   238.  ], Action: 2, Reward: -197.10000000000002, Next state: [ 50.    21.95  12.   238.  ]
State: [ 50.    21.95  12.   238.  ], Action: 2, Reward: -219.5, Next state: [ 60.    23.36  13.   238.  ]
State: [ 60.    23.36  13.   238.  ], Action: 1, Reward: -233.6, Next state: [ 70.    20.14  14.   238.  ]
State: [ 70.    20.14  14.   238.  ], Action: 2, Reward: -201.4, Next state: [ 80.    19.04  15.   238.  ]
State: [ 80.    19.04  15.   238.  ], Action: 2, Reward: -190.39999999999998, Next state: [ 90.  18.  16. 238.]
State: [ 90.  18.  16. 238.], Action: 0, Reward: -0.0, Next state: [ 90.    17.06  17.   238.  ]
State: [ 90.    17.06  17.   238.  ], Action: 0, Reward: -0.0, Next state: [ 90.    19.71  18.   238.  ]
State: [ 90.    19.71  18.   238.  ], Action: 2, Reward: -197.10000000000002, Next state: [100.    20.93  19.   238.  ]
State: [100.    20.93  19.   238.  ], Action: 2, Reward: -209.3, Next state: [110.    24.91  20.   238.  ]
State: [110.    24.91  20.   238.  ], Action: 2, Reward: -249.1, Next state: [120.    31.07  21.   238.  ]
State: [120.    31.07  21.   238.  ], Action: 2, Reward: -310.7, Next state: [130.    32.02  22.   238.  ]
State: [130.    32.02  22.   238.  ], Action: 1, Reward: -320.20000000000005, Next state: [140.    30.09  23.   238.  ]
State: [140.    30.09  23.   238.  ], Action: 1, Reward: -300.9, Next state: [150.    26.05  24.   238.  ]
State: [150.    26.05  24.   238.  ], Action: 0, Reward: -0.0, Next state: [ 30.    23.99   1.   239.  ]
State: [ 30.    23.99   1.   239.  ], Action: 1, Reward: -239.89999999999998, Next state: [ 40.    19.68   2.   239.  ]
State: [ 40.    19.68   2.   239.  ], Action: 1, Reward: -196.8, Next state: [ 50.    14.92   3.   239.  ]
State: [ 50.    14.92   3.   239.  ], Action: 1, Reward: -149.2, Next state: [ 60.     9.98   4.   239.  ]
State: [ 60.     9.98   4.   239.  ], Action: 0, Reward: -0.0, Next state: [ 60.  15.   5. 239.]
State: [ 60.  15.   5. 239.], Action: 0, Reward: -0.0, Next state: [ 60.    19.72   6.   239.  ]
State: [ 60.    19.72   6.   239.  ], Action: 1, Reward: -197.2, Next state: [ 70.    26.31   7.   239.  ]
State: [ 70.    26.31   7.   239.  ], Action: 1, Reward: -263.09999999999997, Next state: [ 80.    35.91   8.   239.  ]
State: [ 80.    35.91   8.   239.  ], Action: 1, Reward: -359.09999999999997, Next state: [ 90.    42.91   9.   239.  ]
State: [ 90.    42.91   9.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    45.39  10.   239.  ]
State: [ 90.    45.39  10.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    48.01  11.   239.  ]
State: [ 90.    48.01  11.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    51.56  12.   239.  ]
State: [ 90.    51.56  12.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    51.01  13.   239.  ]
State: [ 90.    51.01  13.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    48.41  14.   239.  ]
State: [ 90.    48.41  14.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    45.99  15.   239.  ]
State: [ 90.    45.99  15.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    44.03  16.   239.  ]
State: [ 90.    44.03  16.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    43.07  17.   239.  ]
State: [ 90.    43.07  17.   239.  ], Action: 0, Reward: -0.0, Next state: [ 90.    42.41  18.   239.  ]
State: [ 90.    42.41  18.   239.  ], Action: 2, Reward: -424.09999999999997, Next state: [100.    40.11  19.   239.  ]
State: [100.    40.11  19.   239.  ], Action: 2, Reward: -401.1, Next state: [110.  35.  20. 239.]
State: [110.  35.  20. 239.], Action: 2, Reward: -350.0, Next state: [120.  36.  21. 239.]
State: [120.  36.  21. 239.], Action: 0, Reward: -0.0, Next state: [120.    38.06  22.   239.  ]
State: [120.    38.06  22.   239.  ], Action: 2, Reward: -380.6, Next state: [130.    35.01  23.   239.  ]
State: [130.    35.01  23.   239.  ], Action: 2, Reward: -350.09999999999997, Next state: [140.    30.76  24.   239.  ]
State: [140.    30.76  24.   239.  ], Action: 2, Reward: -307.6, Next state: [ 30.    21.96   1.   240.  ]
State: [ 30.    21.96   1.   240.  ], Action: 2, Reward: -219.60000000000002, Next state: [ 40.    19.95   2.   240.  ]
State: [ 40.    19.95   2.   240.  ], Action: 2, Reward: -199.5, Next state: [ 50.   16.8   3.  240. ]
State: [ 50.   16.8   3.  240. ], Action: 2, Reward: -168.0, Next state: [ 60.    15.91   4.   240.  ]
State: [ 60.    15.91   4.   240.  ], Action: 0, Reward: -0.0, Next state: [ 60.    15.87   5.   240.  ]
State: [ 60.    15.87   5.   240.  ], Action: 0, Reward: -0.0, Next state: [ 60.    19.92   6.   240.  ]
State: [ 60.    19.92   6.   240.  ], Action: 2, Reward: -199.20000000000002, Next state: [ 70.    21.23   7.   240.  ]
State: [ 70.    21.23   7.   240.  ], Action: 2, Reward: -212.3, Next state: [ 80.    31.92   8.   240.  ]
State: [ 80.    31.92   8.   240.  ], Action: 2, Reward: -319.20000000000005, Next state: [ 90.    40.99   9.   240.  ]
State: [ 90.    40.99   9.   240.  ], Action: 0, Reward: -0.0, Next state: [ 90.  48.  10. 240.]
State: [ 90.  48.  10. 240.], Action: 0, Reward: -0.0, Next state: [ 90.  51.  11. 240.]
State: [ 90.  51.  11. 240.], Action: 0, Reward: -0.0, Next state: [ 90.    55.93  12.   240.  ]
State: [ 90.    55.93  12.   240.  ], Action: 0, Reward: -0.0, Next state: [ 90.  52.  13. 240.]
State: [ 90.  52.  13. 240.], Action: 0, Reward: -0.0, Next state: [ 90.    50.28  14.   240.  ]
State: [ 90.    50.28  14.   240.  ], Action: 0, Reward: -0.0, Next state: [ 90.    49.01  15.   240.  ]
State: [ 90.    49.01  15.   240.  ], Action: 0, Reward: -0.0, Next state: [ 90.    46.55  16.   240.  ]
State: [ 90.    46.55  16.   240.  ], Action: 0, Reward: -0.0, Next state: [ 90.    40.64  17.   240.  ]
State: [ 90.    40.64  17.   240.  ], Action: 0, Reward: -0.0, Next state: [ 90.    38.59  18.   240.  ]
State: [ 90.    38.59  18.   240.  ], Action: 1, Reward: -385.90000000000003, Next state: [100.    37.18  19.   240.  ]
State: [100.    37.18  19.   240.  ], Action: 1, Reward: -371.8, Next state: [110.  34.  20. 240.]
State: [110.  34.  20. 240.], Action: 1, Reward: -340.0, Next state: [120.    35.37  21.   240.  ]
State: [120.    35.37  21.   240.  ], Action: 0, Reward: -0.0, Next state: [120.    35.95  22.   240.  ]
State: [120.    35.95  22.   240.  ], Action: 1, Reward: -359.5, Next state: [130.    34.02  23.   240.  ]
State: [130.    34.02  23.   240.  ], Action: 1, Reward: -340.20000000000005, Next state: [140.    27.08  24.   240.  ]
State: [140.    27.08  24.   240.  ], Action: 1, Reward: -270.79999999999995, Next state: [ 30.    21.97   1.   241.  ]
State: [ 30.    21.97   1.   241.  ], Action: 2, Reward: -219.7, Next state: [ 40.    20.91   2.   241.  ]
State: [ 40.    20.91   2.   241.  ], Action: 2, Reward: -209.1, Next state: [ 50.    16.95   3.   241.  ]
State: [ 50.    16.95   3.   241.  ], Action: 2, Reward: -169.5, Next state: [ 60.     9.99   4.   241.  ]
State: [ 60.     9.99   4.   241.  ], Action: 0, Reward: -0.0, Next state: [ 60.    9.9   5.  241. ]
State: [ 60.    9.9   5.  241. ], Action: 0, Reward: -0.0, Next state: [ 60.  20.   6. 241.]
State: [ 60.  20.   6. 241.], Action: 2, Reward: -200.0, Next state: [ 70.    24.94   7.   241.  ]
State: [ 70.    24.94   7.   241.  ], Action: 2, Reward: -249.4, Next state: [ 80.    31.99   8.   241.  ]
State: [ 80.    31.99   8.   241.  ], Action: 2, Reward: -319.9, Next state: [ 90.    38.92   9.   241.  ]
State: [ 90.    38.92   9.   241.  ], Action: 0, Reward: -0.0, Next state: [ 90.  45.  10. 241.]
State: [ 90.  45.  10. 241.], Action: 0, Reward: -0.0, Next state: [ 90.    49.68  11.   241.  ]
State: [ 90.    49.68  11.   241.  ], Action: 0, Reward: -0.0, Next state: [ 90.    61.73  12.   241.  ]
State: [ 90.    61.73  12.   241.  ], Action: 0, Reward: -0.0, Next state: [ 90.    54.03  13.   241.  ]
State: [ 90.    54.03  13.   241.  ], Action: 0, Reward: -0.0, Next state: [ 90.    50.86  14.   241.  ]
State: [ 90.    50.86  14.   241.  ], Action: 2, Reward: -508.6, Next state: [100.  48.  15. 241.]
State: [100.  48.  15. 241.], Action: 2, Reward: -480.0, Next state: [110.    45.34  16.   241.  ]
State: [110.    45.34  16.   241.  ], Action: 2, Reward: -453.40000000000003, Next state: [120.    42.07  17.   241.  ]
State: [120.    42.07  17.   241.  ], Action: 0, Reward: -0.0, Next state: [120.  40.  18. 241.]
State: [120.  40.  18. 241.], Action: 0, Reward: -0.0, Next state: [120.    38.07  19.   241.  ]
State: [120.    38.07  19.   241.  ], Action: 0, Reward: -0.0, Next state: [120.  36.  20. 241.]
State: [120.  36.  20. 241.], Action: 0, Reward: -0.0, Next state: [120.    36.19  21.   241.  ]
State: [120.    36.19  21.   241.  ], Action: 0, Reward: -0.0, Next state: [120.    36.04  22.   241.  ]
State: [120.    36.04  22.   241.  ], Action: 2, Reward: -360.4, Next state: [130.    33.73  23.   241.  ]
State: [130.    33.73  23.   241.  ], Action: 2, Reward: -337.29999999999995, Next state: [140.    27.47  24.   241.  ]
State: [140.    27.47  24.   241.  ], Action: 2, Reward: -274.7, Next state: [ 30.    25.53   1.   242.  ]
State: [ 30.    25.53   1.   242.  ], Action: 2, Reward: -255.3, Next state: [ 40.    22.95   2.   242.  ]
State: [ 40.    22.95   2.   242.  ], Action: 2, Reward: -229.5, Next state: [ 50.    20.93   3.   242.  ]
State: [ 50.    20.93   3.   242.  ], Action: 2, Reward: -209.3, Next state: [ 60.    15.97   4.   242.  ]
State: [ 60.    15.97   4.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    15.93   5.   242.  ]
State: [ 60.    15.93   5.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    22.96   6.   242.  ]
State: [ 60.    22.96   6.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    26.07   7.   242.  ]
State: [ 60.    26.07   7.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    30.91   8.   242.  ]
State: [ 60.    30.91   8.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    37.93   9.   242.  ]
State: [ 60.    37.93   9.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    43.95  10.   242.  ]
State: [ 60.    43.95  10.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    48.32  11.   242.  ]
State: [ 60.    48.32  11.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.    54.94  12.   242.  ]
State: [ 60.    54.94  12.   242.  ], Action: 0, Reward: -0.0, Next state: [ 60.   48.6  13.  242. ]
State: [ 60.   48.6  13.  242. ], Action: 0, Reward: -0.0, Next state: [ 60.    45.92  14.   242.  ]
State: [ 60.    45.92  14.   242.  ], Action: 1, Reward: -459.20000000000005, Next state: [ 70.    42.94  15.   242.  ]
State: [ 70.    42.94  15.   242.  ], Action: 1, Reward: -429.4, Next state: [ 80.    42.04  16.   242.  ]
State: [ 80.    42.04  16.   242.  ], Action: 1, Reward: -420.4, Next state: [ 90.    38.76  17.   242.  ]
State: [ 90.    38.76  17.   242.  ], Action: 1, Reward: -387.59999999999997, Next state: [100.    34.95  18.   242.  ]
State: [100.    34.95  18.   242.  ], Action: 1, Reward: -349.5, Next state: [110.   35.2  19.  242. ]
State: [110.   35.2  19.  242. ], Action: 1, Reward: -352.0, Next state: [120.    32.01  20.   242.  ]
State: [120.    32.01  20.   242.  ], Action: 0, Reward: -0.0, Next state: [120.    36.58  21.   242.  ]
State: [120.    36.58  21.   242.  ], Action: 0, Reward: -0.0, Next state: [120.    33.31  22.   242.  ]
State: [120.    33.31  22.   242.  ], Action: 2, Reward: -333.1, Next state: [130.    30.07  23.   242.  ]
State: [130.    30.07  23.   242.  ], Action: 2, Reward: -300.7, Next state: [140.    26.63  24.   242.  ]
State: [140.    26.63  24.   242.  ], Action: 2, Reward: -266.3, Next state: [ 30.    23.12   1.   243.  ]
State: [ 30.    23.12   1.   243.  ], Action: 1, Reward: -231.20000000000002, Next state: [ 40.    20.23   2.   243.  ]
State: [ 40.    20.23   2.   243.  ], Action: 1, Reward: -202.3, Next state: [ 50.    17.95   3.   243.  ]
State: [ 50.    17.95   3.   243.  ], Action: 1, Reward: -179.5, Next state: [ 60.    15.36   4.   243.  ]
State: [ 60.    15.36   4.   243.  ], Action: 0, Reward: -0.0, Next state: [ 60.    11.94   5.   243.  ]
State: [ 60.    11.94   5.   243.  ], Action: 0, Reward: -0.0, Next state: [ 60.    19.94   6.   243.  ]
State: [ 60.    19.94   6.   243.  ], Action: 0, Reward: -0.0, Next state: [ 60.  23.   7. 243.]
State: [ 60.  23.   7. 243.], Action: 0, Reward: -0.0, Next state: [ 60.    32.99   8.   243.  ]
State: [ 60.    32.99   8.   243.  ], Action: 0, Reward: -0.0, Next state: [ 60.    35.06   9.   243.  ]
State: [ 60.    35.06   9.   243.  ], Action: 0, Reward: -0.0, Next state: [ 60.  40.  10. 243.]
State: [ 60.  40.  10. 243.], Action: 1, Reward: -400.0, Next state: [ 70.    42.06  11.   243.  ]
State: [ 70.    42.06  11.   243.  ], Action: 1, Reward: -420.6, Next state: [ 80.   43.1  12.  243. ]
State: [ 80.   43.1  12.  243. ], Action: 1, Reward: -431.0, Next state: [ 90.  43.  13. 243.]
State: [ 90.  43.  13. 243.], Action: 0, Reward: -0.0, Next state: [ 90.    41.07  14.   243.  ]
State: [ 90.    41.07  14.   243.  ], Action: 0, Reward: -0.0, Next state: [ 90.   38.5  15.  243. ]
State: [ 90.   38.5  15.  243. ], Action: 0, Reward: -0.0, Next state: [ 90.    36.05  16.   243.  ]
State: [ 90.    36.05  16.   243.  ], Action: 0, Reward: -0.0, Next state: [ 90.    33.05  17.   243.  ]
State: [ 90.    33.05  17.   243.  ], Action: 0, Reward: -0.0, Next state: [ 90.    31.99  18.   243.  ]
State: [ 90.    31.99  18.   243.  ], Action: 2, Reward: -319.9, Next state: [100.  31.  19. 243.]
State: [100.  31.  19. 243.], Action: 2, Reward: -310.0, Next state: [110.  30.  20. 243.]
State: [110.  30.  20. 243.], Action: 2, Reward: -300.0, Next state: [120.   32.3  21.  243. ]
State: [120.   32.3  21.  243. ], Action: 0, Reward: -0.0, Next state: [120.    31.76  22.   243.  ]
State: [120.    31.76  22.   243.  ], Action: 0, Reward: -0.0, Next state: [120.    30.99  23.   243.  ]
State: [120.    30.99  23.   243.  ], Action: 0, Reward: -0.0, Next state: [120.    27.86  24.   243.  ]
State: [120.    27.86  24.   243.  ], Action: 0, Reward: -0.0, Next state: [  0.    25.41   1.   244.  ]
State: [  0.    25.41   1.   244.  ], Action: 0, Reward: -0.0, Next state: [  0.   22.2   2.  244. ]
State: [  0.   22.2   2.  244. ], Action: 0, Reward: -0.0, Next state: [  0.    19.03   3.   244.  ]
State: [  0.    19.03   3.   244.  ], Action: 0, Reward: -0.0, Next state: [  0.    16.97   4.   244.  ]
State: [  0.    16.97   4.   244.  ], Action: 0, Reward: -0.0, Next state: [  0.    13.96   5.   244.  ]
State: [  0.    13.96   5.   244.  ], Action: 0, Reward: -0.0, Next state: [  0.    15.95   6.   244.  ]
State: [  0.    15.95   6.   244.  ], Action: 1, Reward: -159.5, Next state: [ 10.    15.99   7.   244.  ]
State: [ 10.    15.99   7.   244.  ], Action: 1, Reward: -159.9, Next state: [ 20.    16.93   8.   244.  ]
State: [ 20.    16.93   8.   244.  ], Action: 1, Reward: -169.3, Next state: [ 30.    26.01   9.   244.  ]
State: [ 30.    26.01   9.   244.  ], Action: 1, Reward: -260.1, Next state: [ 40.   34.3  10.  244. ]
State: [ 40.   34.3  10.  244. ], Action: 2, Reward: -343.0, Next state: [ 50.    44.93  11.   244.  ]
State: [ 50.    44.93  11.   244.  ], Action: 2, Reward: -449.3, Next state: [ 60.    48.33  12.   244.  ]
State: [ 60.    48.33  12.   244.  ], Action: 1, Reward: -483.29999999999995, Next state: [ 70.    42.58  13.   244.  ]
State: [ 70.    42.58  13.   244.  ], Action: 1, Reward: -425.79999999999995, Next state: [ 80.    34.55  14.   244.  ]
State: [ 80.    34.55  14.   244.  ], Action: 1, Reward: -345.5, Next state: [ 90.    29.64  15.   244.  ]
State: [ 90.    29.64  15.   244.  ], Action: 1, Reward: -296.4, Next state: [100.    26.99  16.   244.  ]
State: [100.    26.99  16.   244.  ], Action: 1, Reward: -269.9, Next state: [110.    25.31  17.   244.  ]
State: [110.    25.31  17.   244.  ], Action: 1, Reward: -253.1, Next state: [120.    26.77  18.   244.  ]
State: [120.    26.77  18.   244.  ], Action: 0, Reward: -0.0, Next state: [120.   28.5  19.  244. ]
State: [120.   28.5  19.  244. ], Action: 0, Reward: -0.0, Next state: [120.   27.8  20.  244. ]
State: [120.   27.8  20.  244. ], Action: 0, Reward: -0.0, Next state: [120.   28.5  21.  244. ]
State: [120.   28.5  21.  244. ], Action: 0, Reward: -0.0, Next state: [120.    49.93  22.   244.  ]
State: [120.    49.93  22.   244.  ], Action: 2, Reward: -499.3, Next state: [130.  38.  23. 244.]
State: [130.  38.  23. 244.], Action: 2, Reward: -380.0, Next state: [140.    24.17  24.   244.  ]
State: [140.    24.17  24.   244.  ], Action: 2, Reward: -241.70000000000002, Next state: [ 30.    17.25   1.   245.  ]
State: [ 30.    17.25   1.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.  17.   2. 245.]
State: [ 30.  17.   2. 245.], Action: 0, Reward: -0.0, Next state: [ 30.    15.02   3.   245.  ]
State: [ 30.    15.02   3.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.     8.98   4.   245.  ]
State: [ 30.     8.98   4.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.04   5.   245.  ]
State: [ 30.     9.04   5.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.18   6.   245.  ]
State: [ 30.     9.18   6.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.    10.02   7.   245.  ]
State: [ 30.    10.02   7.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.18   8.   245.  ]
State: [ 30.     9.18   8.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.    12.47   9.   245.  ]
State: [ 30.    12.47   9.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.    17.32  10.   245.  ]
State: [ 30.    17.32  10.   245.  ], Action: 2, Reward: -173.2, Next state: [ 40.    22.04  11.   245.  ]
State: [ 40.    22.04  11.   245.  ], Action: 2, Reward: -220.39999999999998, Next state: [ 50.    24.42  12.   245.  ]
State: [ 50.    24.42  12.   245.  ], Action: 2, Reward: -244.20000000000002, Next state: [ 60.    24.95  13.   245.  ]
